Order,Family,Genus,Species
Coleoptera,Chrysomelidae,Metriona,NA
Coleoptera,Curculionidae,Metriophilus,NA
Hemiptera,Cicadellidae,Mexigina,NA
Coleoptera,Curculionidae,Miarus,NA
Coleoptera,Curculionidae,Micracisella,NA
Coleoptera,Bostrichidae,Micrapate,scabrata
Hemiptera,Alydidae,Micrelytra,fossularum
Hemiptera,Alydidae,Micrelytra,NA
Lepidoptera,Crambidae,Microcramboides,meretricella
Lepidoptera,Crambidae,Microcrambus,NA
Coleoptera,Chrysomelidae,Microctenochira,cumulata
Coleoptera,Chrysomelidae,Microctenochira,hieroglyphica
Coleoptera,Chrysomelidae,Microctenochira,infantula
Coleoptera,Chrysomelidae,Microctenochira,NA
Coleoptera,Chrysomelidae,Microctenochira,vivida
Coleoptera,Curculionidae,Microlarinus,NA
Lepidoptera,Noctuidae,Microphtha,NA
Hemiptera,Oxycarenidae,Microplax,albofasciata
Hemiptera,Oxycarenidae,Microplax,interruptus
Hemiptera,Oxycarenidae,Microplax,NA
Hemiptera,Cydnidae,Microporus,NA
Coleoptera,Curculionidae,Microrhinus,NA
Coleoptera,Chrysomelidae,Microrhopala,NA
Hemiptera,Miridae,Microtechnites,canus
Hemiptera,Miridae,Microtechnites,NA
Coleoptera,Chrysomelidae,Microtheca,semilaevis
Coleoptera,Chrysomelidae,Microtheca,NA
Hemiptera,Membracidae,Micrutalis,binaria
Hemiptera,Membracidae,Micrutalis,ephippium
Hemiptera,Membracidae,Micrutalis,malleifera
Hemiptera,Membracidae,Micrutalis,NA
Lepidoptera,Pyralidae,Milgithea,melanoleuca
Hemiptera,Coccidae,Milviscutulus,NA
Lepidoptera,Mimallonidae,NA,NA
Coleoptera,Scarabaeidae,Mimeoma,NA
Coleoptera,Curculionidae,Mimographus,NA
Coleoptera,Chrysomelidae,Mimosestes,cinerifer
Coleoptera,Chrysomelidae,Mimosestes,humeralis
Coleoptera,Chrysomelidae,Mimosestes,insularis
Coleoptera,Chrysomelidae,Mimosestes,NA
Coleoptera,Chrysomelidae,Mimosestes,viduatus
Coleoptera,Bostrichidae,Minthea,obsita
Hemiptera,Aleyrodidae,Minutaleyrodes,cherasensis
Hemiptera,Aleyrodidae,Minutaleyrodes,kolliensis
Hemiptera,Aleyrodidae,Minutaleyrodes,minuta
Hemiptera,Aleyrodidae,Minutaleyrodes,NA
Hemiptera,Miridae,Minytus,NA
Coleoptera,Curculionidae,Misophrice,NA
Coleoptera,Curculionidae,Mitostylus,gracilis
Coleoptera,Curculionidae,Mitostylus,NA
Hemiptera,Psyllidae,Mitrapsylla,deserata
Hemiptera,Psyllidae,Mitrapsylla,NA
Coleoptera,Curculionidae,Mitrastethus,baridioides
Hemiptera,Diaspididae,Mitulaspis,funtumiae
Hemiptera,Diaspididae,Mitulaspis,malayana
Lepidoptera,Erebidae,Mocis,NA
Coleoptera,Cerambycidae,Moechotypa,diphysis
Coleoptera,Cerambycidae,Molorchus,NA
Hemiptera,Cicadellidae,Momoria,NA
Lepidoptera,Momphidae,Mompha,NA
Lepidoptera,Momphidae,NA,NA
Hemiptera,Miridae,Monalocoris,eminulus
Hemiptera,Miridae,Monalocoris,neotropicalis
Hemiptera,Miridae,Monalocoris,NA
Coleoptera,Curculionidae,Monarthrum,NA
Hemiptera,Aphididae,Monellia,NA
Coleoptera,Cerambycidae,Monochamus,alternatus
Coleoptera,Cerambycidae,Monochamus,galloprovincialis
Coleoptera,Cerambycidae,Monochamus,sartor
Coleoptera,Cerambycidae,Monochamus,NA
Coleoptera,Cerambycidae,Monochamus,sutor
Coleoptera,Cerambycidae,Monochamus,urussovi
Coleoptera,Chrysomelidae,Monomacra,NA
Hymenoptera,Tenthredinidae,Monophadnoides,NA
Hemiptera,Monophlebidae,NA,NA
Hemiptera,Tingidae,Monosteira,unicostata
Coleoptera,Chrysomelidae,Monoxia,NA
Hemiptera,Pentatomidae,Monteithiella,humeralis
Coleoptera,Mordellidae,Mordella,NA
Coleoptera,Mordellidae,NA,NA
Coleoptera,Mordellidae,Mordellistena,NA
Hemiptera,Diaspididae,Morganella,conspicua
Hemiptera,Diaspididae,Morganella,NA
Coleoptera,Cerambycidae,Morimus,asper
Coleoptera,Cerambycidae,Morimus,funereus
Coleoptera,Cerambycidae,Morimus,NA
Hemiptera,Pentatomidae,Mormidea,angustata
Hemiptera,Pentatomidae,Mormidea,collaris
Hemiptera,Pentatomidae,Mormidea,discoidea
Hemiptera,Pentatomidae,Mormidea,notulata
Hemiptera,Pentatomidae,Mormidea,NA
Hemiptera,Pentatomidae,Mormidea,ypsilon
Hemiptera,Pentatomidae,Morna,florens
Lepidoptera,Nymphalidae,Morpho,NA
Hemiptera,Coreidae,Mozena,NA
Diptera,Muscidae,Musca,vitripennis
Diptera,Muscidae,NA,NA
Lepidoptera,Pyralidae,Mussidia,nigrivenella
Lepidoptera,Pyralidae,Mussidia,NA
Hemiptera,Diaspididae,Mycetaspis,ailynaomi
Hemiptera,Diaspididae,Mycetaspis,NA
Lepidoptera,Pyralidae,Myelois,NA
Diptera,Tephritidae,Myiopardalis,NA
Coleoptera,Curculionidae,Myllocerus,NA
Coleoptera,Curculionidae,Myllocerus,undatus
Hemiptera,Cixiidae,Myndus,NA
Coleoptera,Chrysomelidae,Myochrous,melancholicus
Coleoptera,Chrysomelidae,Myochrous,NA
Hemiptera,Rhyparochromidae,Myodocha,giraffa
Hemiptera,Rhyparochromidae,Myodocha,longicollis
Hemiptera,Rhyparochromidae,Myodocha,NA
Hemiptera,Rhyparochromidae,Myodocha,unispinopilosa
Hemiptera,Rhyparochromidae,Myodocha,unispinosa
Coleoptera,Curculionidae,Myossita,NA
Hemiptera,Miridae,Myrmicomimus,variegatus
Hemiptera,Diaspididae,Myrtaspis,syzygii
Coleoptera,Apionidae,Mythapion,NA
Coleoptera,Apionidae,Mythapion,trifolianum
Lepidoptera,Noctuidae,Mythimna,cunyada
Lepidoptera,Noctuidae,Mythimna,separata
Lepidoptera,Noctuidae,Mythimna,sequax
Lepidoptera,Noctuidae,Mythimna,NA
Lepidoptera,Noctuidae,Mythimna,turca
Hemiptera,Aphididae,Myzocallis,NA
Hemiptera,Aphididae,Myzus,cymbalariae
Hemiptera,Aphididae,Myzus,mumecola
Hemiptera,Aphididae,Myzus,NA
Hemiptera,Coreidae,Namacus,NA
Coleoptera,Nanophyidae,Nanophyes,NA
Coleoptera,Nanophyidae,NA,NA
Hemiptera,Aphididae,Nasonovia,NA
Coleoptera,Curculionidae,Naupactus,NA
Coleoptera,Curculionidae,Naupactus,xanthographus
Hemiptera,Lygaeidae,Neacoryphus,NA
Hemiptera,Lygaeidae,Neacoryphus,verecundus
Coleoptera,Cerambycidae,Nealcidion,NA
Lepidoptera,Gelechiidae,Nedfaculta,ericetella
Coleoptera,Curculionidae,Nedyus,quadrimaculatus
Hemiptera,Miridae,Neella,eucosma
Hemiptera,Miridae,Neella,NA
Hemiptera,Cicadellidae,Negosiana,bifurcata
Hemiptera,Cicadellidae,Negosiana,NA
Lepidoptera,Tineidae,Nemapogon,gerasimovi
Lepidoptera,Tineidae,Nemapogon,NA
Hymenoptera,Tenthredinidae,Nematus,oligospilus
Hymenoptera,Tenthredinidae,Nematus,NA
Coleoptera,Meloidae,Nemognatha,NA
Lepidoptera,Geometridae,Nemoria,NA
Hemiptera,Pentatomidae,Neoadoxoplatys,saileri
Coleoptera,Chrysomelidae,Neochalamisus,NA
Coleoptera,Erirhinidae,Neochetina,eichhorniae
Coleoptera,Erirhinidae,Neochetina,NA
Coleoptera,Chrysomelidae,Neochlamisus,NA
Coleoptera,Cerambycidae,Neoclytus,pusillus
Coleoptera,Cerambycidae,Neoclytus,NA
Hemiptera,Cicadellidae,Neocoelidia,NA
Coleoptera,Cerambycidae,Neocompsa,cylindricollis
Coleoptera,Cerambycidae,Neocompsa,NA
Hymenoptera,Diprionidae,Neodiprion,NA
Coleoptera,Cerambycidae,Neohebestola,humeralis
Coleoptera,Erirhinidae,Neohydronomus,elegans
Diptera,Cecidomyiidae,Neolasioptera,NA
Coleoptera,Chrysomelidae,Neolema,NA
Hemiptera,Diaspididae,Neoleonardia,alata
Lepidoptera,Crambidae,Neoleucinodes,elegantalis
Lepidoptera,Crambidae,Neoleucinodes,NA
Coleoptera,Chrysomelidae,Neolochmaea,NA
Coleoptera,Curculionidae,Neomastix,NA
Hemiptera,Aphididae,Neomyzus,NA
Hemiptera,Berytidae,Neoneides,NA
Hemiptera,Ninidae,Neoninus,illustris
Hemiptera,Rhyparochromidae,Neopamera,hondurana
Hemiptera,Rhyparochromidae,Neopamera,intermedius
Hemiptera,Rhyparochromidae,Neopamera,NA
Hemiptera,Rhyparochromidae,Neopetissius,slaterorum
Hemiptera,Aphrophoridae,Neophilaenus,NA
Hemiptera,Coccidae,Neoplatylecanium,NA
Hemiptera,Lygaeidae,Neortholomus,NA
Hemiptera,Aleyrodidae,Neoselenaspidus,silvaticus
Hemiptera,Pseudococcidae,Neosimmondsia,esakii
Diptera,Tephritidae,Neotephritis,NA
Coleoptera,Bostrichidae,Neoterius,fairmairei
Coleoptera,Bostrichidae,Neoterius,mystax
Hemiptera,Pentatomidae,Neottiglossa,NA
Hemiptera,Cicadellidae,Neozygina,bimaculata
Hemiptera,Cicadellidae,Neozygina,NA
Hemiptera,Cicadellidae,Nephotettix,cincticeps
Hemiptera,Cicadellidae,Nephotettix,NA
Hemiptera,Cicadellidae,Nephotettix,virescens
Diptera,Tipulidae,Nephrotoma,NA
Coleoptera,Curculionidae,Nertinus,NA
Coleoptera,Chrysomelidae,Nesaecrepida,NA
Hemiptera,Miridae,Nesidiocoris,NA
Hemiptera,Delphacidae,Nesosydne,NA
Hemiptera,Miridae,Neurocolpus,NA
Hemiptera,Aradidae,Neuroctenus,litigiosus
Hemiptera,Aradidae,Neuroctenus,longiventris
Hemiptera,Aradidae,Neuroctenus,NA
Hymenoptera,Cynipidae,Neuroterus,abdominalis
Hymenoptera,Cynipidae,Neuroterus,sculpturatus
Hymenoptera,Cynipidae,Neuroterus,NA
Hemiptera,Pentatomidae,Nezara,NA
Coleoptera,Curculionidae,Nicentrus,NA
Coleoptera,Curculionidae,Nicentrus,testaceipes
Hemiptera,Rhopalidae,Niesthrea,brevicauda
Hemiptera,Rhopalidae,Niesthrea,pictipes
Hemiptera,Rhopalidae,Niesthrea,NA
Hemiptera,Diaspididae,Nikkoaspis,sikokiana
Hemiptera,Delphacidae,Nilaparvata,lugens
Hemiptera,Delphacidae,Nilaparvata,NA
Hemiptera,Cicadellidae,Nionia,NA
Hemiptera,Pseudococcidae,Nipaecoccus,annonae
Hemiptera,Pseudococcidae,Nipaecoccus,filicis
Hemiptera,Pseudococcidae,Nipaecoccus,gilli
Hemiptera,Pseudococcidae,Nipaecoccus,jonmartini
Hemiptera,Pseudococcidae,Nipaecoccus,paranipae
Hemiptera,Pseudococcidae,Nipaecoccus,NA
Hemiptera,Pseudococcidae,Nipaecoccus,viridis
Coleoptera,Cerambycidae,Niphona,NA
Hemiptera,Coreidae,Nirovecus,NA
Coleoptera,Chrysomelidae,Nisotra,NA
Lepidoptera,Noctuidae,Noctua,NA
Coleoptera,Chrysomelidae,Nodonota,NA
Hemiptera,Nogodinidae,NA,NA
Lepidoptera,Nolidae,NA,NA
Lepidoptera,Crambidae,Nomophila,indistinctalis
Lepidoptera,Crambidae,Nomophila,noctuella
Lepidoptera,Crambidae,Nomophila,NA
Lepidoptera,Megalopygidae,Norape,NA
Lepidoptera,Pyralidae,Notarcha,derogata
Coleoptera,Erirhinidae,Notiodes,NA
Lepidoptera,Notodontidae,NA,NA
Coleoptera,Curculionidae,Notolomus,NA
Hemiptera,Miridae,Notostira,erratica
Coleoptera,Tenebrionidae,Nuptis,NA
Lepidoptera,Arctiidae,Nyctemera,annulata
Lepidoptera,Nymphalidae,NA,NA
Hemiptera,Lygaeidae,Nysius,binotatus
Hemiptera,Lygaeidae,Nysius,cymoides
Hemiptera,Lygaeidae,Nysius,ericae
Hemiptera,Lygaeidae,Nysius,graminicola
Hemiptera,Lygaeidae,Nysius,huttoni
Hemiptera,Lygaeidae,Nysius,senecionis
Hemiptera,Lygaeidae,Nysius,NA
Hemiptera,Lygaeidae,Nysius,thymi
Coleoptera,Cerambycidae,Nyssodrysina,NA
Coleoptera,Curculionidae,Nyssonotus,NA
Lepidoptera,Noctuidae,Nystalea,ebalea
Lepidoptera,Noctuidae,Nystalea,NA
Coleoptera,Cerambycidae,Oberea,NA
Coleoptera,Cerambycidae,Obrium,brunneum
Hemiptera,Diaspididae,Oceanaspidiotus,pangoensis
Hemiptera,Diaspididae,Oceanaspidiotus,NA
Hemiptera,Cydnidae,Ochetostethus,balanicus
Hemiptera,Pentatomidae,NA,NA
Hemiptera,Pentatomidae,Ochlerus,NA
Hemiptera,Lygaeidae,Ochrimnus,collaris
Hemiptera,Lygaeidae,Ochrimnus,consanguinitas
Hemiptera,Lygaeidae,Ochrimnus,NA
Hemiptera,Lygaeidae,Ochrimnus,succineus
Hemiptera,Membracidae,Ochropepla,inaequalis
Hemiptera,Membracidae,Ochropepla,pallens
Hemiptera,Membracidae,Ochropepla,punctum
Hemiptera,Membracidae,Ochropepla,NA
Coleoptera,Curculionidae,Ochrophoebe,uniformis
Hemiptera,Lygaeidae,Ochrostomus,bilimeki
Hemiptera,Lygaeidae,Ochrostomus,NA
Coleoptera,Tenebrionidae,Ocnera,NA
Hemiptera,Diaspididae,Octaspidiotus,australiensis
Hemiptera,Diaspididae,Octaspidiotus,NA
Hemiptera,Diaspididae,Octaspidiotus,stauntoniae
Hemiptera,Diaspididae,Octaspidiotus,stautoniae
Hemiptera,Diaspididae,Octaspidiotus,subrubescens
Hemiptera,Pseudococcidae,Octococcus,africanus
Hemiptera,Diaspididae,Odonaspis,bromeliae
Hemiptera,Diaspididae,Odonaspis,greeni
Hemiptera,Diaspididae,Odonaspis,secreta
Hemiptera,Diaspididae,Odonaspis,siamensis
Hemiptera,Diaspididae,Odonaspis,NA
Coleoptera,Curculionidae,Odontobaris,NA
Hymenoptera,Formicidae,Odontomachus,simillimus
Coleoptera,Chrysomelidae,Odontota,NA
Hemiptera,Scutelleridae,Odontotarsus,NA
Coleoptera,Scarabaeidae,Odontria,NA
Coleoptera,Scarabaeidae,Odontria,striata
Hemiptera,Pentatomidae,Oebalus,insularis
Hemiptera,Pentatomidae,Oebalus,ornatus
Hemiptera,Pentatomidae,Oebalus,NA
Lepidoptera,Oecophoridae,NA,NA
Hemiptera,Pachygronthidae,Oedancala,mexicana
Hemiptera,Pachygronthidae,Oedancala,notata
Hemiptera,Pachygronthidae,Oedancala,NA
Coleoptera,Chrysomelidae,Oedionychus,NA
Coleoptera,Cerambycidae,Oedopeza,ocellator
Coleoptera,Cerambycidae,Oemona,hirta
Coleoptera,Chrysomelidae,Ogdoecosta,biannularis
Coleoptera,Chrysomelidae,Ogdoecosta,NA
Coleoptera,Elateridae,Oistus,NA
Coleoptera,Cerambycidae,Olenecamptus,NA
Lepidoptera,Erebidae,Olepa,ricini
Lepidoptera,Erebidae,Olepa,NA
Lepidoptera,Tortricidae,Olethreutes,NA
Hemiptera,Cixiidae,Oliarus,NA
Coleoptera,Curculionidae,Oligolochus,NA
Hemiptera,Cicadellidae,Ollarianus,NA
Lepidoptera,Crambidae,Omiodes,seminitidalis
Coleoptera,Scarabaeidae,Omocrates,NA
Hemiptera,Derbidae,Omolicna,puertana
Hemiptera,Derbidae,Omolicna,NA
Coleoptera,Tenebrionidae,Omophlus,NA
Coleoptera,Chrysomelidae,Omophoita,aequinoctialis
Coleoptera,Chrysomelidae,Omophoita,NA
Lepidoptera,Crambidae,Omphisa,anastomosalis
Hemiptera,Miridae,Oncerometopus,NA
Coleoptera,Cerambycidae,Oncideres,NA
Hemiptera,Cicadellidae,Oncometopia,clarior
Hemiptera,Cicadellidae,Oncometopia,NA
Hemiptera,Lygaeidae,Oncopeltus,miles
Hemiptera,Lygaeidae,Oncopeltus,NA
Coleoptera,Curculionidae,Oncorhinus,scabricollis
Coleoptera,Curculionidae,Onychobaris,NA
Coleoptera,Erirhinidae,Onychylis,meridionalis
Coleoptera,Erirhinidae,Onychylis,setiger
Coleoptera,Erirhinidae,Onychylis,NA
Coleoptera,Tenebrionidae,Opatrinus,NA
Coleoptera,Tenebrionidae,Opatroides,punctulatus
Coleoptera,Tenebrionidae,Opatroides,NA
Coleoptera,Tenebrionidae,Opatrum,NA
Lepidoptera,Geometridae,Operophtera,NA
Diptera,Agromyzidae,Ophiomyia,phaseoli
Coleoptera,Chrysomelidae,Ophraella,NA
Coleoptera,Curculionidae,Ophryastes,NA
Lepidoptera,Saturniidae,Opodiphthera,eucalypti
Lepidoptera,Tineidae,Opogona,sacchari
Lepidoptera,Tineidae,Opogona,NA
Lepidoptera,Nymphalidae,Opsiphanes,cassina
Lepidoptera,Nymphalidae,Opsiphanes,NA
Coleoptera,Curculionidae,Optatus,palmaris
Hemiptera,Miridae,Opuna,annulata
Hemiptera,Diaspididae,Opuntiaspis,carinata
Hemiptera,Diaspididae,Opuntiaspis,javanensis
Hemiptera,Diaspididae,Opuntiaspis,philococcus
Hemiptera,Diaspididae,Opuntiaspis,NA
Hemiptera,Aleyrodidae,Orchamoplatus,citri
Hemiptera,Aleyrodidae,Orchamoplatus,mammaeferus
Hemiptera,Aleyrodidae,Orchamoplatus,NA
Coleoptera,Curculionidae,Orchidophilus,aterrimus
Coleoptera,Curculionidae,Orchidophilus,NA
Coleoptera,Cerambycidae,Oreodera,bituberculata
Coleoptera,Cerambycidae,Oreodera,corticina
Coleoptera,Cerambycidae,Oreodera,costaricensis
Coleoptera,Cerambycidae,Oreodera,glauca
Coleoptera,Cerambycidae,Oreodera,NA
Lepidoptera,Erebidae,Orgyia,NA
Lepidoptera,Crambidae,Orocrambus,flexuosellus
Hemiptera,Cicadellidae,Orosius,orientalis
Hemiptera,Lygaeidae,Orsillus,depressus
Coleoptera,Curculionidae,Orsophagus,NA
Coleoptera,Chrysomelidae,Orthaltica,NA
Hemiptera,Ortheziidae,Orthezia,NA
Hemiptera,Ortheziidae,NA,NA
Coleoptera,Chrysomelidae,Orthocrepis,ruficollis
Coleoptera,Chrysomelidae,Orthocrepis,NA
Lepidoptera,Noctuidae,Orthodes,NA
Coleoptera,Curculionidae,Orthognathus,NA
Hemiptera,Miridae,Orthops,campestris
Hemiptera,Miridae,Orthops,kalmii
Hemiptera,Miridae,Orthops,NA
Coleoptera,Curculionidae,Orthorhinus,cylindrirostris
Lepidoptera,Noctuidae,Orthosia,NA
Coleoptera,Elateridae,Orthostethus,NA
Coleoptera,Curculionidae,Orthotomicus,erosus
Coleoptera,Curculionidae,Orthotomicus,laricis
Coleoptera,Curculionidae,Orthotomicus,proximus
Coleoptera,Curculionidae,Orthotomicus,NA
Hemiptera,Miridae,Orthotylus,NA
Coleoptera,Scarabaeidae,Oryctes,rhinoceros
Coleoptera,Scarabaeidae,Oryctes,NA
Coleoptera,Scarabaeidae,Oryctomorphus,NA
Hemiptera,Cicadellidae,Osbornellus,anonae
Hemiptera,Cicadellidae,Osbornellus,ecuadoricus
Hemiptera,Cicadellidae,Osbornellus,infuscatus
Hemiptera,Cicadellidae,Osbornellus,rarus
Hemiptera,Cicadellidae,Osbornellus,separatus
Hemiptera,Cicadellidae,Osbornellus,NA
Hemiptera,Lygaeidae,Osophora,NA
Lepidoptera,Crambidae,Ostrinia,NA
Coleoptera,Curculionidae,Otiorhynchus,armadillo
Coleoptera,Curculionidae,Otiorhynchus,aurifer
Coleoptera,Curculionidae,Otiorhynchus,corruptor
Coleoptera,Curculionidae,Otiorhynchus,crataegi
Coleoptera,Curculionidae,Otiorhynchus,dieckmanni
Coleoptera,Curculionidae,Otiorhynchus,ligneus
Coleoptera,Curculionidae,Otiorhynchus,salicicola
Coleoptera,Curculionidae,Otiorhynchus,NA
Coleoptera,Chrysomelidae,Oulema,duftschmidi
Coleoptera,Chrysomelidae,Oulema,rufocyanea
Coleoptera,Chrysomelidae,Oulema,NA
Hemiptera,Aphididae,Ovatus,mentharius
Hemiptera,Aphididae,Ovatus,NA
Hemiptera,Oxycarenidae,NA,NA
Hemiptera,Oxycarenidae,Oxycarenus,annulipes
Hemiptera,Oxycarenidae,Oxycarenus,bicolor
Hemiptera,Oxycarenidae,Oxycarenus,fieberi
Hemiptera,Oxycarenidae,Oxycarenus,germarii
Hemiptera,Oxycarenidae,Oxycarenus,hyalinipennis
Hemiptera,Oxycarenidae,Oxycarenus,lavaterae
Hemiptera,Oxycarenidae,Oxycarenus,luctuosus
Hemiptera,Oxycarenidae,Oxycarenus,maculatus
Hemiptera,Oxycarenidae,Oxycarenus,pallens
Hemiptera,Oxycarenidae,Oxycarenus,NA
Hemiptera,Oxycarenidae,Oxycarenus,zavatarii
Coleoptera,Curculionidae,Oxydema,NA
Coleoptera,Curculionidae,Oxyderces,NA
Coleoptera,Curculionidae,Oxyderces,viridipes
Lepidoptera,Geometridae,Oxydia,apidania
Lepidoptera,Geometridae,Oxydia,NA
Hemiptera,Lygaeidae,Oxygranulobaphus,willinki
Coleoptera,Scarabaeidae,Oxygrylius,NA
Coleoptera,Cerambycidae,Oxymerus,aculeatus
Coleoptera,Cerambycidae,Oxymerus,luteus
Coleoptera,Cerambycidae,Oxymerus,NA
Hemiptera,Membracidae,Oxyrhachis,NA
Coleoptera,Scarabaeidae,Oxythyrea,funesta
Coleoptera,Scarabaeidae,Oxythyrea,noemi
Coleoptera,Scarabaeidae,Oxythyrea,NA
Lepidoptera,Pyralidae,Ozamia,NA
Coleoptera,Cerambycidae,Ozodes,multituberculatus
Coleoptera,Cerambycidae,Ozodes,NA
Hemiptera,Rhyparochromidae,Ozophora,concava
Hemiptera,Rhyparochromidae,Ozophora,consanguineus
Hemiptera,Rhyparochromidae,Ozophora,hirsuta
Hemiptera,Rhyparochromidae,Ozophora,hispaniola
Hemiptera,Rhyparochromidae,Ozophora,reperta
Hemiptera,Rhyparochromidae,Ozophora,NA
Coleoptera,Curculionidae,Pachnaeus,NA
Coleoptera,Chrysomelidae,Pachybrachis,NA
Hemiptera,Rhyparochromidae,Pachybrachius,fracticollis
Hemiptera,Rhyparochromidae,Pachybrachius,inornatus
Hemiptera,Rhyparochromidae,Pachybrachius,NA
Hemiptera,Scutelleridae,Pachycoris,fabricii
Hemiptera,Scutelleridae,Pachycoris,NA
Hemiptera,Pachygronthidae,Pachygrontha,NA
Lepidoptera,Sphingidae,Pachylia,syces
Hemiptera,Miridae,Pachymerocerista,NA
Hemiptera,Miridae,Pachymerocorista,pilosus
Coleoptera,Chrysomelidae,Pachymerus,cardo
Coleoptera,Chrysomelidae,Pachymerus,nucleorum
Coleoptera,Chrysomelidae,Pachymerus,NA
Hemiptera,Miridae,Pachyneurhymenus,pallidolimbatus
Hemiptera,Cicadellidae,Pachyopsis,nomanus
Hemiptera,Cicadellidae,Pachyopsis,NA
Hemiptera,Aphalaridae,Pachypsylla,NA
Hemiptera,Miridae,Pachytomella,passerinii
Hemiptera,Pentatomidae,Padaeus,trivittatus
Hemiptera,Pentatomidae,Padaeus,viduus
Coleoptera,Curculionidae,Pagiocerus,NA
Coleoptera,Curculionidae,Palaeopus,costicollis
Coleoptera,Curculionidae,Palaeopus,NA
Hemiptera,Pentatomidae,Pallantia,maculata
Hemiptera,Asterolecaniidae,Palmaspis,bicircularis
Hemiptera,Asterolecaniidae,Palmaspis,inlabefacta
Hemiptera,Asterolecaniidae,Palmaspis,palmae
Hemiptera,Asterolecaniidae,Palmaspis,phoenicis
Hemiptera,Asterolecaniidae,Palmaspis,sabalis
Hemiptera,Asterolecaniidae,Palmaspis,similis
Hemiptera,Asterolecaniidae,Palmaspis,NA
Hemiptera,Pseudococcidae,Palmicultor,browni
Hemiptera,Pseudococcidae,Palmicultor,lumpurensis
Hemiptera,Pseudococcidae,Palmicultor,palmarum
Hemiptera,Pseudococcidae,Palmicultor,NA
Hemiptera,Pentatomidae,Palomena,prasina
Hemiptera,Pentatomidae,Palomena,NA
Lepidoptera,Crambidae,Palpita,NA
Lepidoptera,Crambidae,Palpita,unionalis
Hemiptera,Rhyparochromidae,Pamerarma,NA
Hemiptera,Rhyparochromidae,Pamerarma,ventralis
Lepidoptera,Tortricidae,Pammene,fasciana
Lepidoptera,Tortricidae,Pammene,NA
Hemiptera,Rhyparochromidae,Panaorus,NA
Coleoptera,Curculionidae,Pandeleteinus,magdalenensis
Coleoptera,Curculionidae,Pandeleteinus,NA
Coleoptera,Curculionidae,Pandeleteius,hadromeroides
Coleoptera,Curculionidae,Pandeleteius,NA
Coleoptera,Curculionidae,Pandeleteius,vitticollis
Coleoptera,Curculionidae,Pandeletius,NA
Lepidoptera,Tortricidae,Pandemis,cerasana
Hemiptera,Cydnidae,Pangaeus,aethiops
Hemiptera,Cydnidae,Pangaeus,docilis
Hemiptera,Cydnidae,Pangaeus,piceatus
Hemiptera,Cydnidae,Pangaeus,rugiceps
Hemiptera,Cydnidae,Pangaeus,serripes
Hemiptera,Cydnidae,Pangaeus,NA
Lepidoptera,Noctuidae,Panolis,flammea
Lepidoptera,Geometridae,Pantherodes,colubraria
Lepidoptera,Geometridae,Pantherodes,NA
Hemiptera,Pentatomidae,Pantochlora,vivida
Coleoptera,Curculionidae,Pantomorus,albicans
Coleoptera,Curculionidae,Pantomorus,albosignatus
Coleoptera,Curculionidae,Pantomorus,NA
Coleoptera,Curculionidae,Pantomorus,stupidus
Coleoptera,Curculionidae,Pantomorus,uniformis
Lepidoptera,Papilionidae,Papilio,demodocus
Lepidoptera,Papilionidae,Papilio,demoleus
Lepidoptera,Papilionidae,Papilio,NA
Lepidoptera,Papilionidae,Papilio,thoas
Lepidoptera,Papilionidae,NA,NA
Hemiptera,Miridae,Pappus,NA
Hemiptera,Aleyrodidae,Parabemisia,myricae
Hemiptera,Aleyrodidae,Parabemisia,NA
Diptera,Tephritidae,Paracantha,NA
Hemiptera,Miridae,Paracarniella,puertoricensis
Hemiptera,Carsidaridae,Paracarsidara,dugesii
Hemiptera,Carsidaridae,Paracarsidara,NA
Hemiptera,Rhyparochromidae,Paracholula,NA
Hemiptera,Pseudococcidae,Paracoccus,burnerae
Hemiptera,Pseudococcidae,Paracoccus,cavaticus
Hemiptera,Pseudococcidae,Paracoccus,ferrisi
Hemiptera,Pseudococcidae,Paracoccus,hamoni
Hemiptera,Pseudococcidae,Paracoccus,herreni
Hemiptera,Pseudococcidae,Paracoccus,interceptus
Hemiptera,Pseudococcidae,Paracoccus,invectus
Hemiptera,Pseudococcidae,Paracoccus,leucadendri
Hemiptera,Pseudococcidae,Paracoccus,lycopersici
Hemiptera,Pseudococcidae,Paracoccus,marginatus
Hemiptera,Pseudococcidae,Paracoccus,mexicanus
Hemiptera,Pseudococcidae,Paracoccus,muraltiae
Hemiptera,Pseudococcidae,Paracoccus,reductus
Hemiptera,Pseudococcidae,Paracoccus,NA
Lepidoptera,Crambidae,Paracymoriza,NA
Hemiptera,Rhyparochromidae,Paraeucosmetus,NA
Hemiptera,Miridae,Parafurius,discifer
Hemiptera,Miridae,Parafurius,NA
Hemiptera,Rhyparochromidae,Paragonatas,costaricensis
Hemiptera,Rhyparochromidae,Paragonatas,NA
Hemiptera,Coccidae,Paralecanium,expansum
Hemiptera,Coccidae,Paralecanium,NA
Hemiptera,Aleyrodidae,Paraleurolobus,chamaedoreae
Hemiptera,Aleyrodidae,Paraleurolobus,NA
Hemiptera,Aleyrodidae,Paraleyrodes,bondari
Hemiptera,Aleyrodidae,Paraleyrodes,naranjae
Hemiptera,Aleyrodidae,Paraleyrodes,pseudonaranjae
Hemiptera,Aleyrodidae,Paraleyrodes,NA
Hemiptera,Aleyrodidae,Paraleyrodes,urichii
